,0,1,2,3,4,5,6,7,market
94,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
95,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
96,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
97,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
98,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
99,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
100,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
101,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
102,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
103,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
104,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
105,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
106,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
107,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
108,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
109,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
110,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
111,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
112,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
113,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
114,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
115,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
116,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
117,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
118,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
119,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
120,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
121,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
122,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
123,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
124,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
125,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
126,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
127,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
128,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
129,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
130,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
131,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
132,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
133,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
134,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
135,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
136,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
137,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
138,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
139,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
140,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
141,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
142,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
143,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
144,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
145,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
146,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
147,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
148,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
149,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
150,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
151,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
152,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
153,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
154,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
155,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
156,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
157,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
158,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
159,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
160,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
161,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
162,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
163,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
164,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
165,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
166,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
167,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
168,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
169,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
170,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
171,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
172,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
173,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
174,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
175,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
176,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
177,2.0,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,37232447572.0,1e+18,1e+18,6.9975e+16,1604784056.0,2.0,eth_options
